,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
10,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  The product on the left came from my Amazon order. Product on the right, Safeway. The product on the right is how the amazon ones used to look but my last two orders have changed in color and we’ve noticed a residue that collects on the bottom of the bottle. The taste is also not quite right. Not ordering these drinks from amazon again.

",22,31-Jul-18,,p,"

  The product on the left came from my Amazon order. Product on the right, Safeway. The product on the right is how the amazon ones used to look but my last two orders have changed in color and we’ve noticed a residue that collects on the bottom of the bottle. The taste is also not quite right. Not ordering these drinks from amazon again.

"
11,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  I have ordered this beverage several times over the past 2 years. I truly enjoyed the beverage however , the last shipment didn’t taste right but I had a cold  and attributed the foul chemical taste to my illness. Additionally, I noticed that my thirst was not quenched.  Today a new shipment arrived. The color of the grapefruit beverage was a dark pink , the taste was worse than the prior shipment.  The harsh chemical  aftertastes were Frightening. I had terrible heartburn as well.  I hope amazon investigates the issue and pulls the product off the website. It’s one thing to purchase counterfeit merchandise , no one gets poisoned but to sell items that amazon has already been notified about by others is truly wrong. (I just read another post like mine )Keep away !

",10,31-Jul-19,,n,"

  I have ordered this beverage several times over the past 2 years. I truly enjoyed the beverage however , the last shipment didn’t taste right but I had a cold  and attributed the foul chemical taste to my illness. Additionally, I noticed that my thirst was not quenched.  Today a new shipment arrived. The color of the grapefruit beverage was a dark pink , the taste was worse than the prior shipment.  The harsh chemical  aftertastes were Frightening. I had terrible heartburn as well.  I hope amazon investigates the issue and pulls the product off the website. It’s one thing to purchase counterfeit merchandise , no one gets poisoned but to sell items that amazon has already been notified about by others is truly wrong. (I just read another post like mine )Keep away !

"
12,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Over the years strawberry watermelon was very good. I ordered it every month through the subscription. The last time receiving it, it was of poor quality. The color changed and it taste horrible. I immediately changed my subscription for next month. This is the second flavor I’ve had to change due to the color change and taste. I hope this is not an indication of what’s to come with the other flavors. I am very disappointed because I truly loved strawberry watermelon. If I could give 0 as a rating I would.

",15,2-Jul-18,,p,"

  Over the years strawberry watermelon was very good. I ordered it every month through the subscription. The last time receiving it, it was of poor quality. The color changed and it taste horrible. I immediately changed my subscription for next month. This is the second flavor I’ve had to change due to the color change and taste. I hope this is not an indication of what’s to come with the other flavors. I am very disappointed because I truly loved strawberry watermelon. If I could give 0 as a rating I would.

"
13,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  I first tried these just a few weeks ago after noticing them being promoted in our local grocery store, packaged in Seattle Seahawks colors.The taste is quite sweet, and carbonated, and I generally prefer to drink these over ice so they stay cold as well as become a bit diluted as the ice melts. The various fruit flavors are all very nice and I generally purchase the 

Variety Pack

   although I also have purchased the 

Cherry Limeade

   flavor. I have only tried this in the tall thin plastic containers, 17 ounce size, which are comfortable to hold in the hand.Much of the flavor and sweetness comes from natural fruit extracts, although these drinks do contain an artificial sweetener - sucralose - which is commonly available as 

Splenda No Calorie Sweetener

  . I have mixed feelings about consuming anything artificial, but for the moment at least I am comfortable drinking this.My first choice for thirst quenching during the day and with dinner is still water (I prefer 

San Pellegrino, Sparking Natural Mineral Water

   which I purchase in the glass bottles locally), and I drink filtered water from the dispenser at my office during the day. But once a day or so I will treat myself to a sweet flavored drink, and at the present time this Sparkling Ice is my favorite.It was convenient to purchase from Amazon and the cost was comparable to what I pay locally.

",16,22-Oct-17,,p,"

  I first tried these just a few weeks ago after noticing them being promoted in our local grocery store, packaged in Seattle Seahawks colors.The taste is quite sweet, and carbonated, and I generally prefer to drink these over ice so they stay cold as well as become a bit diluted as the ice melts. The various fruit flavors are all very nice and I generally purchase the 

Variety Pack

   although I also have purchased the 

Cherry Limeade

   flavor. I have only tried this in the tall thin plastic containers, 17 ounce size, which are comfortable to hold in the hand.Much of the flavor and sweetness comes from natural fruit extracts, although these drinks do contain an artificial sweetener - sucralose - which is commonly available as 

Splenda No Calorie Sweetener

  . I have mixed feelings about consuming anything artificial, but for the moment at least I am comfortable drinking this.My first choice for thirst quenching during the day and with dinner is still water (I prefer 

San Pellegrino, Sparking Natural Mineral Water

   which I purchase in the glass bottles locally), and I drink filtered water from the dispenser at my office during the day. But once a day or so I will treat myself to a sweet flavored drink, and at the present time this Sparkling Ice is my favorite.It was convenient to purchase from Amazon and the cost was comparable to what I pay locally.

"
14,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I didn’t do the proper research until I received these. They are very strongly sweetened with the same sweetener in diet sodas. Not good or healthy for you at all.

",13,15-Oct-18,,p,"

  I didn’t do the proper research until I received these. They are very strongly sweetened with the same sweetener in diet sodas. Not good or healthy for you at all.

"
15,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  I had been looking for grapefruit flavored soda for quite awhile when I came across Ice.  It tasted great so I started purchasing different flavors.  Some I like a lot, some are ok and some I don't care for.  I'm not going to lower my star rating just because I didn’t like a flavor.  My go to flavors are black cherry, black raspberry, grapefruit and any of the lemonades/limeades.  I have the new grape raspberry on order and I'm guessing I will like that too.  Price wise:  just wait a while until your flavor drops back to $12.  I find the prices fluctuate quite a bit so if a favorite isn't $12, I try something new.  Can anyone tell me why ICE is bottled in 17 oz containers when the rest of the beverage world are 16 oz?

",14,7-Oct-17,,n,"

  I had been looking for grapefruit flavored soda for quite awhile when I came across Ice.  It tasted great so I started purchasing different flavors.  Some I like a lot, some are ok and some I don't care for.  I'm not going to lower my star rating just because I didn’t like a flavor.  My go to flavors are black cherry, black raspberry, grapefruit and any of the lemonades/limeades.  I have the new grape raspberry on order and I'm guessing I will like that too.  Price wise:  just wait a while until your flavor drops back to $12.  I find the prices fluctuate quite a bit so if a favorite isn't $12, I try something new.  Can anyone tell me why ICE is bottled in 17 oz containers when the rest of the beverage world are 16 oz?

"
16,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  My husband loves these ice drinks. He doesn’t drink much diet soda but is diabetic and finds this a nice alternative to water or soda for a treat. His favorite flavors are cherry, black raspberry, kiwi strawberry  and cherry limeade.  We buy about 3 cases a month from this seller and find them to be a bit cheaper here. At a big box store sometimes the multi pack can be cheaper but then you get a mixture of flavors. He only has those few he loves so being that they are always at least 1$ each at the store but normally 1.25$ this is a better buy. Plus i get to skip a trip to the store and carry those heavy bags that hold individual bottles.Bottom line if you buy these often get the case. Much cheaper and convenient.

",10,17-Aug-18,,n,"

  My husband loves these ice drinks. He doesn’t drink much diet soda but is diabetic and finds this a nice alternative to water or soda for a treat. His favorite flavors are cherry, black raspberry, kiwi strawberry  and cherry limeade.  We buy about 3 cases a month from this seller and find them to be a bit cheaper here. At a big box store sometimes the multi pack can be cheaper but then you get a mixture of flavors. He only has those few he loves so being that they are always at least 1$ each at the store but normally 1.25$ this is a better buy. Plus i get to skip a trip to the store and carry those heavy bags that hold individual bottles.Bottom line if you buy these often get the case. Much cheaper and convenient.

"
17,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  Did the company change color as well as the flavor?  We have always ordered the same Sparkling Ice which has been green and had a less tart flavor?

",14,22-Feb-18,,n,"

  Did the company change color as well as the flavor?  We have always ordered the same Sparkling Ice which has been green and had a less tart flavor?

"
18,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  I liked this variety pack better than the last set I tried.  All of the flavors were acceptable, although I liked Peach Nectarine and Pink Grapefruit the best.  I had had these before.  The two flavors I had not tried, Black Cherry and Coconut Pineapple were not as good as they sounded.  I'm still waiting for the perfect combo.

",11,8-Jul-18,,n,"

  I liked this variety pack better than the last set I tried.  All of the flavors were acceptable, although I liked Peach Nectarine and Pink Grapefruit the best.  I had had these before.  The two flavors I had not tried, Black Cherry and Coconut Pineapple were not as good as they sounded.  I'm still waiting for the perfect combo.

"
19,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  This variety pack has some of the tastier flavors of Sparkling Ice. My husband thinks that any flavor with lemon in it tastes like janitor in a drum -> but the limeade is okay. My family likes it, and I am fine with them drinking it in moderation. It has artificial colors, flavors, and sucralose. It also has vitamins and green tea extract, and the bottles are BPA free. So, a bit of a mixed bag, but good in a household where we are eliminating aspartame and trying to cut down on caffeine.

",15,5-Sep-16,,p,"

  This variety pack has some of the tastier flavors of Sparkling Ice. My husband thinks that any flavor with lemon in it tastes like janitor in a drum -> but the limeade is okay. My family likes it, and I am fine with them drinking it in moderation. It has artificial colors, flavors, and sucralose. It also has vitamins and green tea extract, and the bottles are BPA free. So, a bit of a mixed bag, but good in a household where we are eliminating aspartame and trying to cut down on caffeine.

"
20,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  This is their newest flavor and it's fabulous. Not as sweet as ginger ale, but sweet enough with a delicate touch of lime. It's perfect!

",13,24-Aug-18,,n,"

  This is their newest flavor and it's fabulous. Not as sweet as ginger ale, but sweet enough with a delicate touch of lime. It's perfect!

"
21,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  This is my first adventure in taste titillation with this gift of a thirst quenching, body nourishing, energy giving, refreshing, tasty, effervescent elixir whose formula I believe was given to the company by space aliens who did not want to see the American people suffer with overly sugary, caloric empty calorie brown bubbly water that has not even seen a cola nut. These ""Sparkling Ice"" refreshments that the benefactor aliens instructed the company to make have 0 yes no calories and the black cherry taste was tart and sweet but not overly sweet. Your taste buds adapt readily to the sucralose and it continues to be tasty and onto craveable tasty!!!!Some really good stuff next... they have no caffiene, instead, 50 mg of Green Tea and your metabolism is humming away. Wait there is more...B vitamins and what we all seem to be little low on these days D vitamins.  Of course...carbonation that is just right!!! While I love to drink plain cold water for many things, this is now one of my daily goto liquid libations from top secret aliens...:') Please don't let your lack of belief in aliens stop you from trying this very fine product. I am a Diet Coke nut. This comes close to my love for Diet Coke and will certainly help me stay better hydrated and rev up the old metabolism.

",41,10-Apr-17,,p,"

  This is my first adventure in taste titillation with this gift of a thirst quenching, body nourishing, energy giving, refreshing, tasty, effervescent elixir whose formula I believe was given to the company by space aliens who did not want to see the American people suffer with overly sugary, caloric empty calorie brown bubbly water that has not even seen a cola nut. These ""Sparkling Ice"" refreshments that the benefactor aliens instructed the company to make have 0 yes no calories and the black cherry taste was tart and sweet but not overly sweet. Your taste buds adapt readily to the sucralose and it continues to be tasty and onto craveable tasty!!!!Some really good stuff next... they have no caffiene, instead, 50 mg of Green Tea and your metabolism is humming away. Wait there is more...B vitamins and what we all seem to be little low on these days D vitamins.  Of course...carbonation that is just right!!! While I love to drink plain cold water for many things, this is now one of my daily goto liquid libations from top secret aliens...:') Please don't let your lack of belief in aliens stop you from trying this very fine product. I am a Diet Coke nut. This comes close to my love for Diet Coke and will certainly help me stay better hydrated and rev up the old metabolism.

"
22,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I have now tried several flavors.  I like the Black Raspberry one best, a few are just OK and some leave a bad carbon aftertaste.  Everybody likes different flavors, so I won't assume you would like the same flavors I do.The flavor is stronger than most flavored waters I've tried.  I like this because with most flavored waters, you can barely taste any flavor.  I would really prefer the berry tastes to be there and the CO2 not to be, though.The other side of the CO2 levels in this, is it makes me start belching, during and after finishing a bottle.  It seems to be more CO2 than in the sodas I drank.There is a good quantity of liquid in each bottle so one bottle tends to go a little farther than a soda can would but a bit less than a Gatorade bottle.Because the bottles are made very slim and tall and with nonflat bases, they can easily tip over and spill.  Needs to have a flatter bottom and be shorter to hold the fluid without tipping over.  More like a Gatorade 20 oz bottle.I find several kinds of these have a strong after taste of carbon which I'm guessing is from the CO2.  Some flavors carbon taste were more noticable than others.I give these a slight recommendation for taste and a strong recommendation for healthiness as opposed to sodas.  I highly advise new purchasers buy a variety pack 1st, as I found judging by one flavor wasn't fair.  I have bought different flavors of these several times from Amazon and even locally when they stock it.

",3,31-May-19,,p,"

  I have now tried several flavors.  I like the Black Raspberry one best, a few are just OK and some leave a bad carbon aftertaste.  Everybody likes different flavors, so I won't assume you would like the same flavors I do.The flavor is stronger than most flavored waters I've tried.  I like this because with most flavored waters, you can barely taste any flavor.  I would really prefer the berry tastes to be there and the CO2 not to be, though.The other side of the CO2 levels in this, is it makes me start belching, during and after finishing a bottle.  It seems to be more CO2 than in the sodas I drank.There is a good quantity of liquid in each bottle so one bottle tends to go a little farther than a soda can would but a bit less than a Gatorade bottle.Because the bottles are made very slim and tall and with nonflat bases, they can easily tip over and spill.  Needs to have a flatter bottom and be shorter to hold the fluid without tipping over.  More like a Gatorade 20 oz bottle.I find several kinds of these have a strong after taste of carbon which I'm guessing is from the CO2.  Some flavors carbon taste were more noticable than others.I give these a slight recommendation for taste and a strong recommendation for healthiness as opposed to sodas.  I highly advise new purchasers buy a variety pack 1st, as I found judging by one flavor wasn't fair.  I have bought different flavors of these several times from Amazon and even locally when they stock it.

"
23,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  I absolutely LOVE Sparkling ICE!!! Helps me to boost my H2O consumption, gives me a little flavor, and, because I get several ""flavors,"" some variety in my day!I have to choose my flavors for my own ""variety"" packs - everybody and their brother always put strawberry something or other in there. While the little scarlet death missiles won't kill me, they sure will make my GI system extremely uncomfortable. ICE uses natural flavors, so I choose the ones that don't have strawberry in there - Black Cherry, Cherry Limeade, Blueberry Pomegranate, Lemonade, Mango Orange, etc. And guess what? They are ALL delicious!!! My grandson even thinks they're wonderful - he didn't realize they were water until someone told him! This is the way to do it!

",2,14-Sep-20,,n,"

  I absolutely LOVE Sparkling ICE!!! Helps me to boost my H2O consumption, gives me a little flavor, and, because I get several ""flavors,"" some variety in my day!I have to choose my flavors for my own ""variety"" packs - everybody and their brother always put strawberry something or other in there. While the little scarlet death missiles won't kill me, they sure will make my GI system extremely uncomfortable. ICE uses natural flavors, so I choose the ones that don't have strawberry in there - Black Cherry, Cherry Limeade, Blueberry Pomegranate, Lemonade, Mango Orange, etc. And guess what? They are ALL delicious!!! My grandson even thinks they're wonderful - he didn't realize they were water until someone told him! This is the way to do it!

"
